sr_no,date_of_complaint,complaint_number,complainant_name_org,category_of_complaint,complaint,place_of_incident,violation_of_law,action_initiated,status,date_of_action_taken,state_id,page,ai_animal_type,ai_dog_type,ai_complaint_type
6,04/04/2024,9-18/2024-25/563/PCA,Unknown,-,"One video went viral on social media where some people of Forest department / Jammu Kashmir Police not known are beating a leopard badly, when I twitted that video that video found to be of Budgam and incident happened on 3rd April 2024, I request AWBI to take action on this.",Budgam,-,-,-,10/07/2024,13,1,unclear,Not Applicable,Not Applicable
1,12/03/2025,9-0123/2024-25/1512/PCA,-,-,"Iam eklavya reang , I came across a video of a guy named ani jamatia who posted a cruelty video of a small puppy , it was noticed that he bought the puppy alive and hit it on the ground and the log leading to death of the puppy , it was clearly seen in the video that the person behind this posted in his facebook named ani jamatia , now i cannot confirm that its him or is it someone other who has done it but its clearly visible that this is a part of cruelty and should be punished . 
Note : the person behind this act is clearly visible and his face can be seen clearly.",-,-,-,-,05/08/2025,33,1,dog,unclear,harm_or_threat_to_dogs
1,17/04/2026,9-14/2026-27/3060/PCA,-,-,"I would like to report a case of a street dog being killed due to rash and negligent driving in Bangalore.

The incident took place near CNV Petrol Pump, Nallurhalli, at approximately 3:00 PM. As per eyewitness accounts, a car was being driven rashly and hit a street dog named Kaalu, who stayed near our residence.

The dog was seriously injured and later died. Some people present at the spot tried to provide water and help.

We believe that the incident may have been captured in the CCTV footage of the nearby petrol pump, but they are not willing to share it without police involvement.

We request the concerned authorities to kindly look into this matter, access the CCTV footage, identify the vehicle involved, and take appropriate legal action against the driver for rash driving and causing the death of an animal.

This dog was a part of our daily lives, and we request that this matter is treated seriously and necessary action is taken.

Thank you.","CNV HP petrol pump, Nallurhalli Siddhapura road",-,-,-,21/04/2026,15,1,dog,stray,harm_or_threat_to_dogs
2,13/04/2026,9-14/2026-27/3034/PCA,M Shruthi,-,"I am writing to report that there are 6 to 8 dogs close to our locality living in the BBMP feeding area. However the few minor boys and other dog haters have been kicking, hitting and hurting the dogs. These minors and few other dog- haters have been hitting the dogs with thermocol and are provoking the dogs to chase them. The innocent dogs are targeted and hit by many bike riders. I would request you to intervene in this issue and take strict action against those minors and dog haters . Few people were found carrying lathis to hit the dogs.maybe kill them. I have uploaded the picture for your reference. Kindly take action.",No 160 8 th Street Bank Avenue Banaswadi Bangalore,-,-,-,21/04/2026,15,1,dog,stray,harm_or_threat_to_dogs
3,09/04/2026,9-14/2026-27/3015/PCA,Priyanka Raha,-,"Dogs are confined in extremely inhumane conditions beneath a commercial complex, with no proper shelter, care, or exercise. The Golden Retriever is chained 24/7 with a short metal leash, severely restricting movement. The Labrador appears aged and in need of immediate medical attention. They are forced to live among cardboard boxes, sleep in an open driveway area, and are fed an inadequate diet with inconsistent access to water.",-,-,-,-,20/04/2026,15,1,dog,unclear,harm_or_threat_to_dogs
4,09/04/2026,9-14/2026-27/3014/PCA,Priyanka Raha,-,"I would like to bring to your kind attention a serious concern regarding an individual who is actively advertising puppies for sale as if they were commodities.

This person frequently promotes multiple dog breeds for sale including Labradors, Golden Retrievers, German Shepherds, Shih Tzus, and even breeds like Newfoundland dogs. It is unclear whether he holds any valid breeding license. Even if a license exists, it raises a larger ethical concern as to why are such breeds being bred and sold in climates like India, where conditions may not be suitable for their health and well-being?

This individual has repeatedly showcased availability of various breeds, suggesting a commercial, high-volume breeding operation. This raises strong concerns about:

The living conditions of the parent dogs
The health, vaccination, and care of the puppies
Potential overbreeding and exploitation
Risk of disease due to poor immunity and improper care.

It is deeply troubling to think about the possible cruelty involved behind the scenes. Dogs are living beings, not products to be traded.

I request you to kindly investigate this matter, verify whether proper licenses and animal welfare standards are being followed, and take necessary action to stop any abusive practices. If violations are found, I urge you to take strict measures to prevent further harm to these animals.

Please let me know if you require any additional information or evidence from my side.

Thank you for your efforts in protecting animal welfare.

Sincerely,
Priyanka.",-,-,-,-,20/04/2026,15,1,dog,pet,harm_or_threat_to_dogs
5,03/04/2026,9-14/2026-27/2979/PCA,-,-,"I would like to bring to your urgent notice that illegal cow slaughter is regularly happening in provided area. These activities are being carried out without any permission and in a very cruel and inhumane manner. Cows are being transported and slaughtered brutally, which is a serious violation of the Prevention of Cruelty to Animals Act, 1960 and the Karnataka Prevention of Slaughter and Preservation of Cattle Act.
It is also observed that this illegal beef is being sold openly in local stalls without any fear of law. This is completely unlawful and is creating serious concern among residents.
Such activities are causing unhygienic conditions, foul smell, and risk to public health, and also disturbing the peace in the locality.
I request you to kindly take immediate action, conduct inspection, stop these illegal activities, and take strict legal action against those involved.
We hope for urgent intervention and necessary action.","Attibele, Karnataka, India
Shop No 1/3, Near Toll Gate, Attibele, Karnataka 562107, India",-,-,-,17/04/2026,15,1,cow,Not Applicable,Not Applicable
6,03/04/2026,9-14/2026-27/2977/PCA,Ramesh,-,"I am writing to bring to your attention a serious issue of animal cruelty and unethical practices by a local dog breeder.

The breeder is exploiting dogs for commercial gain by repeatedly breeding them without providing adequate care or recovery time. The dogs are confined in small cages in extremely unhealthy and unhygienic conditions, without proper sanitation, nutrition, or regular veterinary care.

Due to continuous confinement and neglect, many of these caged dogs appear to be under severe stress and depression. Their physical and mental well-being is clearly being compromised. The distress is also evident as the dogs keep crying and howling throughout the night, causing significant disturbance to nearby residents.

Additionally, the puppies raised in such conditions are at risk of developing serious health issues, which raises concerns not only for animal welfare but also for public health.

These practices are in clear violation of animal welfare standards. I request you to kindly investigate this matter urgently and take strict action against the breeder to prevent further cruelty and ensure the well-being of the animals, as well as to address the ongoing public disturbance.

Thank you for your prompt attention to this matter.","11/1, 3rd floor, 6th B cross, 4th main, Mudappa Garden, Ramachandrapuram, Srirampuram Bengaluru 560021",-,-,-,17/04/2026,15,1,dog,pet,harm_or_threat_to_dogs
7,04/02/2026,9-14/2025-26/2802/PCA,Unknown,-,"The stray dog was killed very brutally and I got this video from one of my neighbour. 
The accused people are group of labours working in construction site, they were drunk and killed this dog brutally 
I have only these evidences with me.","Rudrappa layout, Karihobanahalli, Near Sai Baba Temple, Bengaluru, Karnataka- 560073",-,-,-,13/02/2026,15,1,dog,stray,harm_or_threat_to_dogs
8,01/02/2026,9-17/2025-26/2791/PCA,Edwin Paul,-,"Dear Team, 
Me - Owner or my tenant is not allowed to stay or enter my flat since we have pets. Key to my flat C 215 in Vascon Venus was given to Edwin Paul the president of Vascon Venus association. He is showing the Bye Law of the association which states a complete ban of pets inside the apartment. 
I have informed him and the General Body that this is unlawful as per Indian Constitution, Freedom of an Indian Citizen, Animal Welfare Board of India and PETA acts, but he is turning deaf ears. My tenant was waiting at the gate and not allowed to give the key to the flat. I am going through a lot of harassment due to this illegal Bye Law.
I am attaching a copy of the Bye Law, Whatsapp chat with Edwin Paul and the mail written to General Body of the Vascon Venus association, requesting to allow entry and not to enforce unlawful bye law","Vascon Venus Apartments, Beretana Agrahara, Near Hosa Road Junction, Bangalore-560100",-,-,-,13/02/2026,15,1,dog,pet,Not Applicable
9,23/01/2026,9-14/2025-26/2759/PCA,Police from that group works in police service,-,Illegal cat capturing and slaughtering repeatedly from surrounding villages and city. Killed almost all the cats in the surrounding area of city.,-,-,-,-,13/02/2026,15,1,cat,Not Applicable,Not Applicable
10,14/12/2025,9-17/2025-26/2648/PCA,Mahadev Gowda,-,"We Venugopal Bhat and Vani Bhat, residents of 28, 2nd Floor, 1st Main, 2nd Cross, Soudamini Layout, Konanakunte - Bengaluru, 560062 submit this complaint seeking the intervention of the Animal Welfare Board of India against repeated harassment and acts of cruelty directed towards our pet dog by Mr Madeva Gowda who resides in the next to opposite building in our locality.

We are responsible pet owners and have a 2 years and 7 months old Labrador dog. The dog is fully vaccinated, healthy, non aggressive and well maintained. The next vaccination is due in February 2026. The dog poses no threat to the public. Occasional barking happens only in response to normal external stimuli such as strangers other animals waste collectors or sudden noises which is natural canine behavior and not excessive.

Despite this Mr Madeva Gowda has been repeatedly harassing verbally abusing and threatening me and my family members including women and elderly persons using vulgar and intimidating language in public. 

He has also been making coercive demands that the dog be kept indoors at all times and that it should never make any sound. Such demands are unreasonable and hostile toward lawful pet ownership. Animals cannot be forced to suppress their natural instincts or be confined indoors continuously. Even minimal outdoor movement and expression are essential for an animals physical and mental well being. Expecting an animal to remain silent and indoors throughout the day is inhumane and unrealistic.

Mr Madeva Gowda went to the Konanakunte police station. Following this we were verbally advised by the police to control the pet and we were asked to give it in writing on a plain paper, signed. I respectfully submit that while we continue to ensure responsible handling, no animal can be controlled to the extent of eliminating all natural behavior. Earlier the police had also warned Mr Madeva Gowda against creating disturbances, however, his abusive and threatening behavior continues almost daily.

His actions have created constant fear, mental stress and an unsafe living environment for my family and for the animal. We are enclosing video evidence that clearly shows his abusive and threatening conduct and supports this complaint.

I request the Animal Welfare Board of India to kindly take cognizance of this matter and issue appropriate guidance or directions to the concerned authorities to prevent further harassment intimidation or harm to my pet and to safeguard the basic welfare and dignity of animals living lawfully in residential areas.

Complainant details-
Name: Venugopal Bhat
Address: 28, 2nd Floor, 1st Main, 2nd Cross, Soudamini Layout, Konanakunte - Bengaluru, 560062
Mobile: 9481538211","No. 28, 1st Main, 2nd Cross, Soudamini Layout, Konanakunte, Bengaluru - 560062",-,-,-,15/01/2026,15,1,dog,pet,harm_due_to_fear
